RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2365,15602364,Customer02364,591,Germany,Female,25,8,121158.51,1,0,0,220000.0,1
2366,15602365,Customer02365,510,Germany,Female,43,10,145842.0,2,1,0,94611.78,0
2367,15602366,Customer02366,567,France,Male,48,8,0.0,1,1,0,76502.07,1
2368,15602367,Customer02367,839,France,Female,49,3,54341.4,3,1,0,82621.22,0
2369,15602368,Customer02368,616,France,Male,25,1,0.0,2,1,0,168549.77,0
2370,15602369,Customer02369,726,Germany,Male,23,5,422.82,1,1,1,98887.92,0
2371,15602370,Customer02370,631,France,Female,33,9,210231.58,2,1,1,119289.86,0
2372,15602371,Customer02371,620,France,Female,54,6,147932.47,1,1,0,63839.3,1
2373,15602372,Customer02372,589,France,Female,41,3,88543.76,1,1,0,86913.96,0
2374,15602373,Customer02373,779,France,Female,31,0,0.0,2,1,0,159330.73,0
2375,15602374,Customer02374,686,France,Male,24,2,115356.09,1,1,1,19894.1,0
2376,15602375,Customer02375,574,France,Male,32,7,58761.26,2,1,0,1536.06,0
2377,15602376,Customer02376,612,Spain,Male,31,7,119273.39,1,1,1,74807.56,0
2378,15602377,Customer02377,753,Germany,Female,49,4,0.0,2,1,1,80485.28,0
2379,15602378,Customer02378,378,France,Male,50,3,45623.15,1,1,1,87914.77,0
2380,15602379,Customer02379,680,Germany,Female,28,1,0.0,1,1,1,89461.29,0
2381,15602380,Customer02380,702,Spain,Male,47,10,0.0,1,1,0,103943.5,0
2382,15602381,Customer02381,578,France,Male,46,4,35176.72,2,0,1,79481.61,0
2383,15602382,Customer02382,665,France,Female,27,8,14024.05,2,1,1,181394.3,0
2384,15602383,Customer02383,698,France,Male,38,5,139418.94,2,1,0,150505.82,0
2385,15602384,Customer02384,532,France,Male,43,6,0.0,2,1,1,96286.51,0
2386,15602385,Customer02385,731,Spain,Female,41,7,2342.36,1,1,0,155481.77,0
2387,15602386,Customer02386,679,Spain,Male,21,3,92488.0,2,0,1,1000.0,1
2388,15602387,Customer02387,635,France,Male,40,10,0.0,1,1,1,122490.82,0
2389,15602388,Customer02388,660,Germany,Female,46,5,0.0,1,0,1,152464.54,0
2390,15602389,Customer02389,718,France,Female,56,8,53075.13,1,1,0,70616.66,0
2391,15602390,Customer02390,850,Germany,Male,32,10,82900.83,2,1,0,133649.68,0
2392,15602391,Customer02391,709,Spain,Male,33,4,0.0,1,1,0,66698.31,0
2393,15602392,Customer02392,728,France,Male,37,2,0.0,1,1,0,122358.69,0
2394,15602393,Customer02393,669,France,Male,42,10,125721.34,2,1,1,27932.91,0
2395,15602394,Customer02394,833,Germany,Male,40,8,87552.15,1,1,1,154971.58,0
2396,15602395,Customer02395,509,Spain,Female,45,8,98745.66,1,1,1,103248.01,0
2397,15602396,Customer02396,483,France,Female,27,10,0.0,1,1,1,116412.41,0
2398,15602397,Customer02397,665,France,Female,43,0,169816.87,3,1,1,98929.76,0
2399,15602398,Customer02398,713,France,Male,31,10,44718.6,2,0,0,165423.08,0
2400,15602399,Customer02399,403,Germany,Male,37,1,9222.88,2,0,0,117553.72,0
2401,15602400,Customer02400,650,Germany,Male,57,1,179149.83,2,1,1,157275.55,0
2402,15602401,Customer02401,633,Spain,Female,24,2,0.0,2,0,1,71805.9,0
2403,15602402,Customer02402,721,Spain,Male,36,1,66464.52,2,1,0,135570.27,0
2404,15602403,Customer02403,691,Spain,Male,26,0,0.0,2,1,1,193510.47,0
2405,15602404,Customer02404,476,Spain,Female,41,1,0.0,1,0,0,195985.77,0
2406,15602405,Customer02405,546,France,Female,50,5,0.0,1,1,1,1000.0,0
2407,15602406,Customer02406,573,Germany,Male,41,4,2527.21,1,1,0,112360.93,1
2408,15602407,Customer02407,721,France,Male,38,3,0.0,2,1,1,18089.07,0
2409,15602408,Customer02408,686,France,Male,53,1,161891.09,1,1,0,80652.11,0
2410,15602409,Customer02409,590,Spain,Female,42,10,50126.77,1,1,1,71445.3,0
2411,15602410,Customer02410,664,Germany,Male,48,3,18298.85,3,1,0,137644.2,1
2412,15602411,Customer02411,548,Spain,Female,47,5,0.0,1,1,0,94945.3,0
2413,15602412,Customer02412,847,France,Female,18,1,0.0,1,1,0,60337.43,0
2414,15602413,Customer02413,705,Germany,Male,38,2,0.0,1,1,0,133389.3,0
2415,15602414,Customer02414,725,France,Female,28,2,0.0,3,0,0,43198.53,0
2416,15602415,Customer02415,782,France,Male,30,10,0.0,2,0,0,58413.27,0
2417,15602416,Customer02416,748,France,Male,54,1,84482.69,2,1,0,80862.32,0
2418,15602417,Customer02417,653,Germany,Female,35,5,0.0,1,1,0,91263.82,0
2419,15602418,Customer02418,632,France,Female,59,5,0.0,2,1,0,112980.43,0
2420,15602419,Customer02419,774,Spain,Male,24,0,0.0,2,0,0,113679.09,0
2421,15602420,Customer02420,653,France,Female,28,3,60671.18,2,0,0,67023.47,0
2422,15602421,Customer02421,578,France,Female,47,0,77638.54,2,1,1,116411.33,0
2423,15602422,Customer02422,839,Spain,Female,35,1,20143.61,1,1,0,107263.18,0
2424,15602423,Customer02423,560,France,Female,42,7,0.0,2,1,0,102905.32,0
2425,15602424,Customer02424,483,Spain,Male,38,6,34189.25,2,1,0,14060.32,0
2426,15602425,Customer02425,745,Germany,Male,38,5,29021.93,1,1,0,128140.16,0
2427,15602426,Customer02426,580,France,Female,36,2,0.0,1,0,1,135455.56,0
2428,15602427,Customer02427,692,Germany,Male,41,6,65116.46,1,1,1,144733.16,0
2429,15602428,Customer02428,824,Germany,Female,46,9,125784.36,2,1,1,109852.8,0
2430,15602429,Customer02429,518,Spain,Male,56,9,55813.74,1,0,0,162472.52,1
2431,15602430,Customer02430,646,Spain,Female,37,1,0.0,2,1,0,128811.6,0
2432,15602431,Customer02431,792,Germany,Male,35,7,153854.59,1,1,1,77149.9,0
2433,15602432,Customer02432,715,Germany,Female,34,2,0.0,2,1,0,97309.11,0
2434,15602433,Customer02433,633,France,Male,54,9,0.0,2,1,0,67935.1,0
2435,15602434,Customer02434,850,Germany,Female,46,5,215939.28,1,1,0,43946.28,1
2436,15602435,Customer02435,641,Spain,Male,19,8,79688.21,1,0,1,140979.17,1
2437,15602436,Customer02436,688,Germany,Female,19,5,4255.61,2,1,0,86021.14,0
2438,15602437,Customer02437,808,Germany,Male,30,7,43689.41,2,0,0,140418.58,0
2439,15602438,Customer02438,744,France,Male,41,10,111526.13,2,1,1,207871.75,0
2440,15602439,Customer02439,777,Spain,Female,39,1,165286.53,1,0,0,160713.36,1
2441,15602440,Customer02440,564,Spain,Female,44,9,10970.51,2,1,1,45269.02,0
2442,15602441,Customer02441,768,France,Female,37,5,91827.25,2,1,0,68174.3,0
2443,15602442,Customer02442,666,France,Male,54,1,0.0,1,1,0,133474.87,0
2444,15602443,Customer02443,578,Germany,Male,47,4,66907.43,1,1,0,124678.49,1
2445,15602444,Customer02444,671,France,Male,40,0,65979.97,3,1,1,176839.37,1
2446,15602445,Customer02445,668,Germany,Female,51,5,0.0,1,1,0,79589.71,0
2447,15602446,Customer02446,829,France,Male,22,5,202004.19,1,1,0,27968.58,0
2448,15602447,Customer02447,687,France,Female,38,4,0.0,3,0,0,47242.07,0
2449,15602448,Customer02448,575,Germany,Female,40,4,49350.33,2,0,0,168974.27,0
2450,15602449,Customer02449,553,Germany,Female,45,6,39118.0,2,1,1,109827.25,0
2451,15602450,Customer02450,645,Germany,Male,21,9,0.0,2,1,0,148564.31,0
2452,15602451,Customer02451,521,Germany,Male,36,4,21955.25,1,1,0,81246.08,0
2453,15602452,Customer02452,581,Germany,Male,43,0,84658.23,2,1,1,58611.01,0
2454,15602453,Customer02453,627,Spain,Female,44,6,0.0,1,1,0,138474.64,0
2455,15602454,Customer02454,609,Germany,Female,51,10,62905.99,2,1,1,24304.16,1
2456,15602455,Customer02455,720,Germany,Male,47,4,67815.46,1,1,0,128787.33,0
2457,15602456,Customer02456,579,Germany,Male,38,1,0.0,1,1,0,193974.0,0
2458,15602457,Customer02457,413,France,Female,46,9,52307.15,1,1,0,1000.0,0
2459,15602458,Customer02458,488,France,Female,37,4,0.0,1,1,0,46665.83,0
2460,15602459,Customer02459,648,Germany,Male,41,4,0.0,1,0,1,99336.82,0
2461,15602460,Customer02460,594,Spain,Male,47,3,42945.42,2,0,1,73769.6,0
2462,15602461,Customer02461,531,Germany,Male,39,8,0.0,2,0,1,93328.33,0
2463,15602462,Customer02462,838,France,Female,43,1,0.0,1,1,1,220000.0,0
2464,15602463,Customer02463,730,Germany,Male,49,6,0.0,2,0,1,63019.71,0
2465,15602464,Customer02464,644,France,Female,46,3,90309.95,2,1,1,88342.95,0
2466,15602465,Customer02465,672,Germany,Male,52,4,0.0,1,1,1,43708.72,0
2467,15602466,Customer02466,625,Spain,Female,63,2,149953.79,1,0,0,19653.3,1
2468,15602467,Customer02467,530,Germany,Female,46,8,88953.63,2,1,1,125609.8,0
2469,15602468,Customer02468,749,Germany,Male,34,4,0.0,1,1,0,7102.18,1
2470,15602469,Customer02469,732,France,Female,44,10,0.0,2,0,0,25376.49,0
2471,15602470,Customer02470,460,France,Female,44,9,54902.13,2,1,0,102623.29,0
2472,15602471,Customer02471,672,Spain,Male,45,8,103806.33,2,1,0,133790.51,1
2473,15602472,Customer02472,682,Germany,Male,55,4,68403.3,2,1,0,50141.5,1
2474,15602473,Customer02473,619,Germany,Male,21,10,199519.01,2,0,0,57492.45,0
2475,15602474,Customer02474,850,France,Female,55,6,38177.29,2,1,1,6051.16,0
2476,15602475,Customer02475,841,France,Female,58,4,0.0,1,1,1,129303.53,0
2477,15602476,Customer02476,614,France,Male,45,3,70642.91,1,1,0,102031.57,0
2478,15602477,Customer02477,629,France,Female,45,10,0.0,2,1,0,100582.41,0
2479,15602478,Customer02478,617,France,Female,36,2,176440.76,2,1,0,24588.43,0
2480,15602479,Customer02479,591,Spain,Male,39,9,0.0,2,0,0,146673.75,0
2481,15602480,Customer02480,562,Germany,Male,46,2,0.0,2,0,0,71227.32,0
2482,15602481,Customer02481,699,France,Female,46,8,0.0,2,0,0,151145.59,0
2483,15602482,Customer02482,838,France,Male,47,3,103635.38,3,1,0,62285.36,0
2484,15602483,Customer02483,799,France,Male,46,9,118862.5,1,0,0,118759.26,0
2485,15602484,Customer02484,726,Spain,Female,48,9,46830.42,1,0,0,56600.88,0
2486,15602485,Customer02485,419,France,Male,47,8,43632.79,3,1,1,155306.13,0
2487,15602486,Customer02486,471,Spain,Female,28,10,0.0,2,1,1,30451.74,0
2488,15602487,Customer02487,752,Spain,Female,48,5,0.0,1,1,0,117323.79,0
2489,15602488,Customer02488,805,France,Male,59,9,0.0,1,1,1,29805.97,0
2490,15602489,Customer02489,703,Germany,Male,39,6,25301.98,2,1,1,75415.45,0
2491,15602490,Customer02490,621,Spain,Female,55,0,121486.19,1,0,0,136758.24,1
2492,15602491,Customer02491,780,France,Female,29,4,0.0,1,1,1,34384.68,0
2493,15602492,Customer02492,722,France,Male,39,0,40829.36,1,0,0,126958.52,0
2494,15602493,Customer02493,759,Spain,Female,32,7,29429.49,2,0,0,143438.99,0
2495,15602494,Customer02494,472,Spain,Male,53,1,57514.2,1,1,0,1000.0,0
2496,15602495,Customer02495,683,Germany,Male,56,3,161333.08,1,1,1,127350.08,1
2497,15602496,Customer02496,820,Germany,Female,38,9,128449.99,1,0,1,164727.83,1
2498,15602497,Customer02497,701,France,Male,51,8,46259.57,2,1,0,56973.16,0
2499,15602498,Customer02498,741,Spain,Male,56,3,46205.7,2,1,1,50580.61,1
2500,15602499,Customer02499,653,France,Male,39,5,130889.43,2,1,1,6507.16,0
2501,15602500,Customer02500,660,France,Female,40,6,0.0,1,0,1,44713.99,0
2502,15602501,Customer02501,785,Germany,Female,47,3,0.0,3,1,1,158586.49,0
2503,15602502,Customer02502,586,Spain,Female,30,8,38442.67,3,0,0,75994.3,0
2504,15602503,Customer02503,576,Spain,Male,40,1,0.0,1,0,1,128743.87,0
2505,15602504,Customer02504,604,France,Male,61,4,0.0,3,1,1,64090.7,1
2506,15602505,Customer02505,652,France,Male,34,2,0.0,1,1,0,93555.14,0
2507,15602506,Customer02506,495,Spain,Male,48,7,0.0,1,1,1,171640.58,0
2508,15602507,Customer02507,720,Spain,Female,44,7,212374.39,2,1,1,177436.25,0
2509,15602508,Customer02508,634,Germany,Female,37,8,0.0,2,1,1,108791.75,0
2510,15602509,Customer02509,732,Germany,Male,41,4,0.0,2,1,0,88051.34,0
2511,15602510,Customer02510,447,France,Male,57,2,147742.38,1,1,1,54551.06,1
2512,15602511,Customer02511,732,France,Male,45,0,7251.59,2,1,0,146120.38,1
2513,15602512,Customer02512,778,France,Female,46,9,170306.53,2,1,0,93116.25,0
2514,15602513,Customer02513,692,France,Female,56,3,29309.86,1,1,1,174477.67,0
2515,15602514,Customer02514,653,France,Male,36,8,0.0,2,1,0,3255.16,0
2516,15602515,Customer02515,733,Spain,Female,28,4,31538.52,1,1,1,75167.97,0
2517,15602516,Customer02516,772,France,Female,58,3,117025.51,1,0,1,91537.3,0
2518,15602517,Customer02517,700,France,Male,40,2,0.0,1,1,0,129433.65,0
2519,15602518,Customer02518,707,Germany,Male,48,8,62778.41,2,1,1,25664.96,0
2520,15602519,Customer02519,809,France,Male,31,3,9059.01,2,1,0,92178.26,0
2521,15602520,Customer02520,723,France,Male,43,3,0.0,2,0,0,156011.24,0
2522,15602521,Customer02521,573,Germany,Male,27,7,150742.19,1,1,1,118098.54,0
2523,15602522,Customer02522,772,France,Female,40,5,0.0,2,1,1,119235.98,0
2524,15602523,Customer02523,638,Germany,Male,32,8,30425.5,2,1,0,53248.45,0
2525,15602524,Customer02524,653,Spain,Male,30,1,23200.26,3,1,0,87501.51,1
2526,15602525,Customer02525,660,France,Female,36,10,0.0,2,0,1,41081.32,0
2527,15602526,Customer02526,743,Spain,Male,18,2,0.0,1,1,1,158238.52,0
2528,15602527,Customer02527,818,Spain,Male,27,1,154758.3,3,1,0,124324.14,0
2529,15602528,Customer02528,652,Spain,Female,47,1,27239.28,2,1,0,107361.4,0
2530,15602529,Customer02529,816,Germany,Male,43,3,0.0,1,1,0,110227.5,0
2531,15602530,Customer02530,666,Germany,Male,28,4,26710.95,2,0,1,169813.72,0
2532,15602531,Customer02531,785,Germany,Female,45,0,29209.35,1,1,1,216023.03,0
2533,15602532,Customer02532,669,Germany,Female,30,6,0.0,2,1,1,104718.16,0
2534,15602533,Customer02533,603,France,Male,47,6,0.0,1,1,0,104758.5,0
2535,15602534,Customer02534,835,Spain,Female,38,8,70371.21,2,0,1,122843.58,0
2536,15602535,Customer02535,594,Germany,Female,36,0,24001.0,1,1,1,183547.23,1
2537,15602536,Customer02536,587,Spain,Male,38,1,90347.51,2,1,1,144613.69,0
2538,15602537,Customer02537,529,France,Male,66,2,0.0,1,1,1,122962.41,0
2539,15602538,Customer02538,772,France,Male,31,4,90145.05,1,0,1,144443.66,0
2540,15602539,Customer02539,794,Germany,Male,41,6,0.0,1,1,0,124002.48,0
2541,15602540,Customer02540,686,Germany,Male,47,2,0.0,1,0,0,19755.35,0
2542,15602541,Customer02541,556,France,Male,29,3,0.0,2,1,0,161550.55,0
2543,15602542,Customer02542,649,France,Female,22,5,134476.68,1,1,1,54254.55,0
2544,15602543,Customer02543,621,France,Male,33,5,0.0,1,0,0,95082.68,0
2545,15602544,Customer02544,551,Germany,Female,47,5,65736.39,2,1,1,55505.49,0
2546,15602545,Customer02545,603,France,Male,35,7,0.0,2,0,1,84922.3,0
2547,15602546,Customer02546,699,Spain,Male,37,8,124538.42,2,1,1,113785.53,0
2548,15602547,Customer02547,592,France,Female,49,9,187272.02,1,1,0,178130.24,1
2549,15602548,Customer02548,678,France,Male,31,10,74264.33,3,1,1,75777.82,0
2550,15602549,Customer02549,479,France,Male,38,4,0.0,1,1,1,184142.11,0
2551,15602550,Customer02550,811,Germany,Male,23,3,0.0,1,1,0,7922.46,0
2552,15602551,Customer02551,612,France,Female,42,3,0.0,2,1,0,29221.78,0
2553,15602552,Customer02552,734,Germany,Male,41,3,48551.79,2,1,0,51287.02,0
2554,15602553,Customer02553,668,Spain,Female,47,5,0.0,1,0,0,143989.37,0
2555,15602554,Customer02554,689,France,Male,27,6,20064.65,2,1,1,46484.79,0
2556,15602555,Customer02555,541,Germany,Male,37,0,81684.07,1,1,1,28300.08,1
2557,15602556,Customer02556,577,France,Female,26,10,0.0,2,1,1,203300.62,0
2558,15602557,Customer02557,579,France,Female,36,0,0.0,1,0,1,92373.52,0
2559,15602558,Customer02558,652,France,Male,55,4,0.0,2,1,1,185542.17,0
2560,15602559,Customer02559,777,France,Male,36,4,48129.66,1,1,0,159325.32,0
2561,15602560,Customer02560,692,Germany,Female,25,3,0.0,1,0,1,146369.17,0
2562,15602561,Customer02561,564,Germany,Male,32,2,139141.02,1,1,1,172359.84,0
2563,15602562,Customer02562,658,Germany,Male,22,5,0.0,1,0,1,84519.59,0
2564,15602563,Customer02563,642,Germany,Female,25,0,86709.33,1,0,1,33600.01,0
2565,15602564,Customer02564,616,Germany,Male,46,8,121120.7,1,1,1,129778.52,0
2566,15602565,Customer02565,649,France,Female,24,7,85886.67,2,1,0,79754.61,0
2567,15602566,Customer02566,723,France,Female,42,8,152333.26,1,1,0,134575.75,0
2568,15602567,Customer02567,581,France,Male,39,8,0.0,2,0,1,151883.38,0
2569,15602568,Customer02568,617,Germany,Female,33,9,26963.36,1,0,0,53676.44,0
2570,15602569,Customer02569,744,Spain,Male,41,1,47403.5,1,1,1,65997.85,0
2571,15602570,Customer02570,695,France,Male,29,9,0.0,3,1,1,94883.51,0
2572,15602571,Customer02571,773,Germany,Male,48,6,107483.83,1,1,0,173020.31,0
2573,15602572,Customer02572,788,Spain,Female,32,1,119091.03,2,1,0,54833.8,1
2574,15602573,Customer02573,519,Spain,Female,35,10,0.0,1,1,1,205461.06,0
2575,15602574,Customer02574,678,Germany,Male,34,8,80886.85,1,0,0,5430.27,0
2576,15602575,Customer02575,601,Germany,Male,46,2,0.0,4,1,0,193085.96,1
2577,15602576,Customer02576,535,Germany,Male,45,9,0.0,2,1,0,113791.4,0
2578,15602577,Customer02577,574,Spain,Female,18,8,93172.44,2,1,1,130729.63,0
2579,15602578,Customer02578,621,France,Female,42,4,102549.49,1,0,1,133098.04,0
2580,15602579,Customer02579,622,Spain,Female,21,1,139156.21,2,1,0,1000.0,0
2581,15602580,Customer02580,592,France,Male,35,8,4347.73,2,1,1,83715.11,0
2582,15602581,Customer02581,649,Spain,Female,38,10,0.0,1,0,0,91554.26,0
2583,15602582,Customer02582,850,France,Male,35,2,0.0,1,0,1,169693.4,0
2584,15602583,Customer02583,484,France,Male,44,0,0.0,2,1,0,95264.57,0
2585,15602584,Customer02584,759,France,Female,47,2,109268.26,1,1,1,181960.55,0
2586,15602585,Customer02585,648,France,Male,31,3,17112.17,1,1,0,204736.93,0
2587,15602586,Customer02586,608,France,Male,30,4,0.0,1,1,1,133769.97,0
2588,15602587,Customer02587,456,France,Male,39,10,93755.03,1,0,1,111153.76,0
2589,15602588,Customer02588,723,France,Female,23,10,83700.76,1,1,1,41281.0,0
2590,15602589,Customer02589,512,France,Male,34,7,63127.13,1,1,0,137159.26,0
2591,15602590,Customer02590,729,Spain,Female,53,2,133690.61,1,1,1,82584.73,1
2592,15602591,Customer02591,817,Spain,Male,23,2,0.0,1,0,1,181128.49,0
2593,15602592,Customer02592,527,Germany,Male,35,0,0.0,2,0,0,16908.17,1
2594,15602593,Customer02593,762,France,Female,33,8,738.23,2,0,1,62435.14,0
2595,15602594,Customer02594,652,France,Male,60,2,0.0,2,1,1,154680.38,0
2596,15602595,Customer02595,449,Spain,Female,33,9,30116.38,1,1,0,200258.0,0
2597,15602596,Customer02596,534,France,Female,34,6,0.0,1,1,1,142973.27,0
2598,15602597,Customer02597,667,France,Male,28,5,49458.37,2,1,0,174961.71,0
2599,15602598,Customer02598,689,Spain,Female,39,10,0.0,2,1,1,112157.18,0
2600,15602599,Customer02599,498,Spain,Male,42,1,51599.4,2,1,0,199906.15,0
2601,15602600,Customer02600,653,France,Male,30,5,143078.32,3,1,1,116262.85,0
2602,15602601,Customer02601,729,Germany,Male,49,2,0.0,1,0,1,132094.82,0
2603,15602602,Customer02602,746,France,Male,42,1,0.0,1,1,0,114800.32,0
2604,15602603,Customer02603,610,Spain,Male,48,10,160887.5,1,0,0,87877.5,1
2605,15602604,Customer02604,692,France,Female,36,6,40983.27,1,1,1,127732.7,0
2606,15602605,Customer02605,753,France,Female,42,1,106352.83,2,0,1,117748.55,0
2607,15602606,Customer02606,732,Germany,Female,37,1,92598.32,1,1,0,129416.14,0
2608,15602607,Customer02607,736,France,Male,54,3,108035.83,3,1,0,1000.0,0
2609,15602608,Customer02608,661,Germany,Male,40,9,155635.09,2,1,1,53358.55,0
2610,15602609,Customer02609,641,France,Male,39,1,136339.12,3,0,0,73401.97,1
2611,15602610,Customer02610,676,Spain,Female,34,8,107874.99,2,1,1,17457.64,0
2612,15602611,Customer02611,577,Spain,Female,34,1,117109.24,1,1,0,49522.88,0
2613,15602612,Customer02612,757,France,Male,41,3,0.0,1,0,0,143827.26,0
2614,15602613,Customer02613,503,Spain,Female,48,5,73462.97,2,1,0,121304.31,0
2615,15602614,Customer02614,602,France,Male,32,1,0.0,1,0,0,159289.45,0
2616,15602615,Customer02615,647,France,Female,40,4,74874.11,2,0,1,155344.42,0
2617,15602616,Customer02616,695,France,Female,41,2,145242.15,1,1,1,159900.47,0
2618,15602617,Customer02617,713,Spain,Male,43,0,75562.66,2,0,0,105418.01,0
2619,15602618,Customer02618,793,Spain,Male,21,0,0.0,1,1,0,180520.81,0
2620,15602619,Customer02619,657,Spain,Male,29,1,11098.41,2,0,1,70215.27,0
2621,15602620,Customer02620,581,Spain,Male,25,8,112027.46,2,1,0,177569.08,0
2622,15602621,Customer02621,636,Spain,Female,39,0,42574.95,1,0,1,153836.88,0
2623,15602622,Customer02622,619,France,Male,30,5,0.0,3,1,0,140342.99,0
2624,15602623,Customer02623,700,Spain,Male,34,0,0.0,2,1,0,101717.17,0
2625,15602624,Customer02624,548,Germany,Male,26,2,99666.55,1,0,1,63701.01,0
2626,15602625,Customer02625,633,France,Male,35,1,0.0,3,1,1,102680.39,0
2627,15602626,Customer02626,806,Germany,Female,27,3,124973.86,2,1,1,15225.08,0
2628,15602627,Customer02627,667,France,Female,47,8,35376.99,1,0,0,162284.65,0
2629,15602628,Customer02628,549,France,Male,44,4,124347.18,1,0,0,74977.3,0
2630,15602629,Customer02629,617,France,Male,41,0,0.0,2,1,0,78515.75,0
2631,15602630,Customer02630,436,France,Female,36,1,0.0,2,1,0,1000.0,0
2632,15602631,Customer02631,644,France,Female,18,3,79205.58,1,1,1,41961.51,0
2633,15602632,Customer02632,808,Spain,Male,34,3,0.0,1,1,0,220000.0,0
2634,15602633,Customer02633,536,Germany,Male,31,6,0.0,2,0,1,65238.74,0
2635,15602634,Customer02634,510,Germany,Male,42,3,0.0,1,1,0,160829.63,0
2636,15602635,Customer02635,587,France,Female,46,8,0.0,1,1,0,27644.01,0
2637,15602636,Customer02636,738,France,Male,42,2,99407.54,1,1,0,23854.44,0
2638,15602637,Customer02637,814,France,Male,52,7,0.0,1,1,0,99446.51,0
2639,15602638,Customer02638,693,Spain,Male,33,1,0.0,2,1,1,104227.49,0
2640,15602639,Customer02639,527,France,Female,33,10,117764.91,2,1,0,65884.89,0
2641,15602640,Customer02640,648,Germany,Male,50,10,9133.07,2,1,1,100187.33,0
2642,15602641,Customer02641,822,Spain,Male,41,3,0.0,1,1,1,55901.28,0
2643,15602642,Customer02642,620,Germany,Male,36,2,0.0,1,0,0,170260.23,0
2644,15602643,Customer02643,663,Spain,Male,58,0,170654.91,2,1,0,216108.53,1
2645,15602644,Customer02644,673,France,Male,45,10,0.0,2,1,0,160585.28,0
2646,15602645,Customer02645,502,Spain,Female,37,0,122503.35,1,0,0,21914.24,0
2647,15602646,Customer02646,746,Germany,Male,32,0,0.0,2,1,1,126095.56,0
2648,15602647,Customer02647,732,Spain,Male,53,1,0.0,1,0,1,66980.62,0
2649,15602648,Customer02648,459,Germany,Female,41,3,124324.49,1,1,0,66948.48,1
2650,15602649,Customer02649,522,Spain,Female,39,10,84376.58,2,1,0,141184.04,0
2651,15602650,Customer02650,557,Spain,Male,46,1,91133.31,1,1,1,106554.43,0
2652,15602651,Customer02651,722,France,Female,48,6,3858.66,1,0,1,106918.59,0
2653,15602652,Customer02652,578,Spain,Male,45,7,0.0,2,1,0,102996.1,0
2654,15602653,Customer02653,689,Germany,Female,48,8,97565.05,1,1,1,48566.11,0
2655,15602654,Customer02654,633,France,Female,44,7,33245.1,2,1,0,41777.29,0
2656,15602655,Customer02655,657,Spain,Female,45,10,71741.01,1,0,1,83953.15,0
2657,15602656,Customer02656,698,France,Male,31,7,0.0,3,1,0,88981.55,0
2658,15602657,Customer02657,676,Germany,Male,58,9,51485.27,1,1,1,123930.55,0
2659,15602658,Customer02658,648,France,Female,26,3,135570.7,2,1,1,151097.47,0
2660,15602659,Customer02659,681,France,Male,42,4,136810.02,1,1,1,89908.03,0
2661,15602660,Customer02660,671,Spain,Female,25,8,123659.5,2,0,0,110190.06,0
2662,15602661,Customer02661,630,France,Male,38,9,135544.02,2,1,0,152898.8,0
2663,15602662,Customer02662,609,France,Male,33,0,136354.83,1,1,1,85603.7,0
2664,15602663,Customer02663,831,France,Male,40,4,36100.1,2,0,0,124853.02,0
2665,15602664,Customer02664,608,France,Female,43,8,0.0,1,0,1,112495.44,0
2666,15602665,Customer02665,781,Spain,Male,29,1,143380.34,1,0,0,81646.8,0
2667,15602666,Customer02666,584,Spain,Female,39,3,0.0,1,1,0,26974.76,0
2668,15602667,Customer02667,728,France,Female,54,6,0.0,2,1,1,45621.18,1
2669,15602668,Customer02668,821,Germany,Female,25,0,0.0,1,0,0,159793.72,0
2670,15602669,Customer02669,618,France,Female,30,10,0.0,2,1,1,7095.13,0
2671,15602670,Customer02670,586,Germany,Female,48,4,10850.01,2,1,0,202110.69,1
2672,15602671,Customer02671,609,France,Male,40,8,0.0,1,0,1,61094.0,0
2673,15602672,Customer02672,648,France,Female,41,4,169762.94,1,1,0,1000.0,0
2674,15602673,Customer02673,681,France,Male,50,4,48876.6,2,0,0,68869.19,0
2675,15602674,Customer02674,646,Germany,Male,31,10,0.0,1,0,0,1000.0,0
2676,15602675,Customer02675,610,Germany,Male,34,9,86303.68,1,1,1,1882.55,0
2677,15602676,Customer02676,838,France,Male,32,5,64284.25,1,0,0,105714.54,0
2678,15602677,Customer02677,631,Spain,Male,35,5,27507.82,1,0,1,9976.68,0
2679,15602678,Customer02678,590,Germany,Female,53,8,39509.08,2,0,1,12891.58,0
2680,15602679,Customer02679,730,France,Female,21,7,142159.51,1,1,1,103110.11,0
2681,15602680,Customer02680,731,Spain,Male,26,10,0.0,2,1,1,104198.97,0
2682,15602681,Customer02681,786,Spain,Male,25,3,0.0,2,1,0,128610.65,0
2683,15602682,Customer02682,835,France,Male,54,1,0.0,3,0,1,113238.12,0
2684,15602683,Customer02683,683,Germany,Male,33,2,0.0,2,1,0,96690.88,0
2685,15602684,Customer02684,622,France,Male,36,5,172236.96,1,1,0,132754.37,0
2686,15602685,Customer02685,467,Germany,Male,22,3,0.0,1,1,1,152147.39,0
2687,15602686,Customer02686,560,France,Male,36,8,69776.9,1,1,1,103586.64,0
2688,15602687,Customer02687,670,Germany,Male,48,9,124766.22,2,0,1,129107.04,0
2689,15602688,Customer02688,537,France,Male,42,2,0.0,2,0,0,1000.0,1
2690,15602689,Customer02689,498,Germany,Male,38,10,96930.33,1,1,0,74678.66,1
